tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""06037232601""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,1772.00,522.00,65.20,41,50,47,25,31,29,17,20,18,4.67,37.40,1.84,2,2,11858,11661,10811,11,11,10,15015,14083,13427,11830,10949,10527,3103,3050,2828,82,84,72,414,424,360,9.3,8.6,8.01,92711,48,86670,39,5,1826,2232,1411,51,49
"""06037232602""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,5552.00,1346.00,131.32,44,54,50,27,34,32,17,20,18,4.85,51.97,1.87,2,2,12088,11891,11042,11,11,11,15246,14306,13649,11999,11109,10688,3163,3110,2888,84,86,74,425,435,370,9.2,8.6,10.25,94075,61,87997,39,9,2009,2523,1592,42,58
"""06037232701""","""Los Angeles-Long Beach-Anaheim, CA""",1.00,2502.00,538.00,68.57,48,58,55,30,38,36,17,20,19,5.23,41.04,1.91,2,2,12367,12170,11321,10,11,10,15558,14606,13950,12241,11341,10919,3236,3183,2961,80,82,70,405,414,352,9.2,8.6,7.85,94769,63,89601,39,10,2254,2797,1750,48,52
"""06037232702""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4676.00,1007.00,112.12,42,51,47,25,31,30,17,19,17,5.24,46.90,1.81,2,2,11540,11343,10494,12,12,11,14722,13800,13142,11612,10741,10319,3020,2967,2745,90,92,78,453,464,395,9.3,8.7,8.98,94378,49,91338,39,7,1859,2684,1399,35,65
"""06037232800""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4426.00,936.00,105.43,37,46,42,21,26,25,16,19,17,5.22,49.19,1.78,2,2,11455,11258,10409,11,11,11,14528,13614,12957,11445,10581,10159,2997,2945,2723,86,88,75,435,445,379,9.3,8.7,8.88,93902,42,94875,39,6,1571,2406,1181,35,65
"""06037234001""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,2379.00,977.00,167.35,52,64,60,35,44,41,18,21,19,3.77,21.68,1.89,2,2,12890,12693,11843,12,12,12,15602,14655,13997,12136,11240,10818,3373,3320,3098,94,96,81,471,481,410,9.2,8.7,5.84,96321,75,96224,39,6,2590,3058,1499,68,32
"""06037234002""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3030.00,1073.00,139.53,47,58,54,31,38,36,17,19,18,4.01,31.83,1.80,2,2,11925,11728,10879,13,13,12,14774,13854,13196,11556,10687,10266,3120,3068,2845,97,99,85,489,500,426,9.3,8.7,7.69,97959,75,98169,39,5,2272,2719,1932,42,58
"""06037234200""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,2569.00,1132.00,218.17,50,61,57,33,41,39,17,20,18,3.56,18.43,1.87,2,2,12818,12621,11772,14,14,13,15459,14519,13859,12000,11111,10689,3354,3301,3079,105,107,91,527,539,459,9.3,8.7,5.19,97365,80,98544,39,6,2415,3098,932,66,34
"""06037234301""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,1684.00,999.00,124.54,39,48,45,25,31,29,15,17,15,1.71,14.45,1.56,2,1,10781,10584,9734,21,21,20,13026,12179,11512,10047,9249,8827,2821,2768,2546,159,162,138,798,815,697,9.5,8.6,8.02,91695,16,91035,39,4,1842,2842,1394,25,75
"""06037234302""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2441.00,1402.00,90.52,35,43,39,21,26,25,14,16,14,2.04,31.67,1.49,1,1,10255,10058,9209,22,22,21,12388,11565,10896,9539,8764,8343,2683,2631,2409,166,169,145,836,853,729,9.5,8.7,15.49,92712,4,91466,39,4,1562,1161,1572,11,89
"""06037234501""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2901.00,878.00,185.77,48,58,54,30,37,35,18,21,19,4.64,22.57,1.92,2,2,13002,12805,11956,11,11,10,15803,14847,14191,12319,11414,10993,3402,3349,3127,81,83,71,410,420,357,9.1,8.5,4.73,90152,69,86832,39,8,2219,2582,1430,65,35
"""06037234502""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,2772.00,1125.00,134.64,25,30,28,14,17,16,15,18,16,1.30,11.20,1.67,2,2,11137,10940,10091,16,17,16,13781,12900,12238,10742,9911,9489,2914,2861,2639,125,128,109,630,644,549,9.4,8.5,8.36,91400,37,89058,39,4,1007,2395,313,34,66
"""06037234600""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4885.00,1621.00,322.04,55,67,63,37,46,44,18,21,19,2.58,11.97,1.92,2,2,13116,12919,12069,13,14,13,15850,14895,14236,12315,11411,10989,3432,3379,3157,102,105,89,516,527,449,9.0,8.5,5.03,87582,81,83393,39,5,2740,3007,2404,66,34
"""06037234700""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,3700.00,1241.00,183.37,46,56,52,29,36,34,17,19,18,3.50,26.20,1.79,2,2,12251,12054,11205,16,17,16,14800,13885,13223,11470,10605,10183,3206,3153,2931,124,127,109,626,640,546,9.2,8.4,6.77,85512,46,81366,40,5,2147,3074,930,53,47
"""06037234800""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,3424.00,1139.00,161.65,40,49,46,23,29,28,17,20,18,4.23,30.33,1.84,2,2,12402,12205,11356,13,13,12,15176,14244,13585,11834,10952,10531,3245,3192,2970,97,99,84,487,498,424,9.1,8.3,7.05,85460,64,78616,39,4,1726,2115,1294,53,47
"""06037234901""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2954.00,1250.00,80.41,30,36,33,15,19,18,15,17,15,2.69,58.38,1.55,1,1,10763,10566,9717,21,22,21,12945,12101,11433,9963,9169,8747,2816,2764,2541,166,169,144,833,850,727,9.4,8.4,15.55,83930,16,79731,40,8,1131,,1173,4,96
"""06037234902""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4558.00,2016.00,110.63,31,37,35,16,20,19,15,17,16,2.56,51.16,1.60,2,1,11174,10977,10127,20,20,20,13325,12468,11801,10246,9439,9017,2924,2871,2649,155,158,135,778,794,679,9.3,8.4,18.22,82859,23,80159,40,9,1181,784,1072,14,86
"""06037235100""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4074.00,1749.00,291.95,56,69,64,38,47,45,18,21,19,4.08,25.28,1.95,2,2,13898,13701,12852,8,8,8,16235,15269,14616,12536,11621,11200,3637,3584,3362,63,64,55,315,323,274,9.0,8.1,5.99,80875,86,84432,40,5,2800,2969,2171,78,22
"""06037235201""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,2847.00,969.00,161.26,45,54,51,26,33,31,18,21,19,4.12,25.23,1.97,2,2,13459,13262,12412,9,10,9,16253,15281,14626,12658,11738,11317,3522,3469,3247,73,75,63,366,375,319,9.0,8.2,6.01,83717,76,75989,39,5,1963,2196,1221,75,25
"""06037235202""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3888.00,1688.00,210.42,38,47,43,23,28,27,16,18,17,1.96,17.11,1.68,2,2,11788,11591,10741,17,17,16,14025,13141,12478,10811,9977,9555,3084,3032,2809,129,132,113,650,664,567,9.2,8.1,8.02,81676,40,77380,39,5,1682,2212,1310,33,67
"""06037236001""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4207.00,1961.00,527.42,58,71,67,41,51,48,18,21,19,3.82,17.18,1.84,2,2,14414,14217,13367,9,10,9,15678,14745,14090,11834,10952,10531,3771,3718,3496,72,74,63,364,372,317,8.8,7.8,3.72,82948,45,108782,42,17,3014,2994,2333,78,22
"""06037236101""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2421.00,1274.00,156.32,41,51,47,26,33,31,15,18,16,2.37,19.52,1.64,2,2,11679,11482,10632,18,18,17,13725,12854,12190,10534,9713,9291,3056,3003,2781,135,138,118,679,694,592,9.4,8.5,8.15,92429,37,95368,40,7,1936,1278,1934,35,65
"""06037236102""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3573.00,1849.00,123.07,31,38,35,17,21,20,14,17,15,2.86,50.92,1.51,1,1,11450,11253,10404,19,19,19,12821,11990,11325,9679,8898,8477,2996,2943,2721,145,149,127,732,748,639,9.4,8.3,15.02,89617,0,93403,40,14,1255,801,1313,24,76
"""06037236203""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3727.00,1484.00,83.85,33,40,37,19,24,23,14,16,14,2.91,56.05,1.43,1,1,10873,10676,9827,18,18,17,12196,11387,10723,9214,8454,8033,2845,2792,2570,137,140,119,689,704,601,9.5,8.4,17.70,91205,2,99928,40,11,1441,,1476,2,98
"""06037236204""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2968.00,1199.00,56.80,32,39,36,19,23,22,14,16,14,3.07,64.55,1.42,1,1,10640,10443,9594,16,17,16,12036,11231,10569,9128,8372,7951,2784,2731,2509,124,127,108,626,640,546,9.5,8.0,21.11,88669,5,97920,40,6,1395,,1395,0,100
"""06037236205""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3421.00,1260.00,41.26,20,25,23,10,13,12,14,16,14,3.11,96.03,1.41,1,1,10885,10688,9838,18,18,17,12046,11244,10580,9063,8310,7889,2848,2795,2573,135,138,118,681,696,594,9.5,8.1,30.53,87447,1,99590,41,9,764,,783,2,98
"""06037236206""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2983.00,1280.00,67.94,34,41,38,20,25,24,14,16,14,2.87,66.21,1.42,1,1,11184,10987,10138,18,18,17,12212,11406,10742,9150,8394,7972,2927,2874,2652,135,138,118,679,694,592,9.5,8.2,18.84,87552,0,101836,41,14,1512,,1512,0,100
"""06037236400""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4551.00,2072.00,331.24,55,67,63,38,47,45,17,20,18,4.00,25.08,1.77,2,2,13203,13006,12157,9,9,9,14863,13953,13299,11340,10481,10059,3455,3402,3180,69,70,60,346,354,301,9.2,8.2,6.26,83069,40,92318,40,17,2816,3804,1759,53,47
"""06037237101""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,3827.00,959.00,155.41,35,42,39,18,23,22,16,19,17,4.44,42.81,1.78,2,2,11473,11276,10426,12,12,12,14546,13632,12974,11451,10587,10165,3002,2949,2727,93,96,81,470,481,409,9.3,8.5,6.17,92628,35,83290,39,7,1351,2014,973,32,68
"""06037237102""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4038.00,994.00,113.66,39,47,44,23,28,27,16,19,17,4.13,37.26,1.78,2,2,11297,11100,10250,13,13,12,14464,13551,12893,11409,10547,10126,2956,2903,2681,98,101,86,495,506,431,9.3,8.7,8.75,92781,41,85487,39,6,1676,2338,1433,26,74
"""06037237201""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4138.00,1003.00,112.04,41,50,47,24,31,29,17,20,18,4.51,41.21,1.86,2,2,11868,11671,10822,10,11,10,15123,14185,13530,11938,11052,10630,3105,3053,2831,79,81,69,399,409,348,9.2,8.5,8.95,91851,66,83096,39,5,1813,2536,1321,39,61
"""06037237202""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4653.00,1250.00,273.80,44,54,50,27,34,32,17,20,18,2.98,16.07,1.88,2,2,12277,12080,11230,10,11,10,15375,14431,13775,12083,11190,10768,3212,3160,2937,79,81,69,399,408,347,9.1,8.5,4.57,90026,65,81491,39,6,2000,2473,1462,42,58
"""06037237300""","""Los Angeles-Long Beach-Anaheim, CA""",5.00,6051.00,1826.00,246.53,43,52,49,25,31,30,18,21,19,2.78,20.31,1.93,2,2,12728,12531,11682,9,10,9,15778,14820,14165,12375,11468,11046,3331,3278,3056,72,74,63,365,373,318,9.1,8.2,7.41,87789,65,77459,39,4,1862,2119,1353,61,39
"""06037237401""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4331.00,1061.00,127.53,48,59,55,30,38,36,18,21,19,5.21,48.62,1.96,2,2,12637,12440,11591,10,10,9,15972,15004,14349,12592,11674,11253,3307,3254,3032,74,76,64,372,381,324,9.1,8.3,8.32,91078,77,78757,39,4,2250,2554,1867,61,39
"""06037237402""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3896.00,1042.00,128.80,43,52,48,25,31,30,18,21,19,5.18,43.65,1.93,2,2,12476,12279,11430,9,10,9,15712,14754,14099,12376,11469,11047,3264,3212,2990,72,73,62,361,370,314,9.2,8.2,8.09,89909,62,78201,39,4,1849,2188,1480,61,39
"""06037237500""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2822.00,760.00,83.36,34,42,39,19,24,23,15,18,16,3.82,34.65,1.69,2,2,10539,10342,9493,13,13,13,13686,12801,12142,10829,9994,9573,2758,2705,2483,99,102,87,500,512,435,9.4,8.5,9.12,91929,28,79694,39,3,1414,2157,1276,12,88
"""06037237600""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4014.00,1171.00,124.48,33,40,37,17,21,20,16,19,17,3.68,38.50,1.75,2,2,10997,10800,9951,12,13,12,14216,13311,12653,11244,10390,9968,2878,2825,2603,94,96,82,474,485,413,9.4,8.6,9.41,91833,40,80602,39,3,1269,1690,1209,27,73
"""06037237710""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4445.00,1075.00,106.82,37,45,42,21,27,25,16,19,17,4.36,46.57,1.75,2,2,11112,10915,10065,12,13,12,14244,13339,12681,11241,10387,9965,2908,2855,2633,95,97,83,478,489,416,9.3,8.5,10.06,91205,40,77166,39,6,1590,839,1589,16,84
"""06037237720""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3784.00,924.00,80.36,36,44,41,20,26,24,16,18,17,4.11,48.14,1.72,2,2,11057,10860,10011,12,12,12,14036,13140,12483,11051,10206,9784,2893,2840,2618,92,94,80,462,473,402,9.3,8.4,11.50,90796,31,75203,39,6,1516,1942,1411,17,83
"""06037237800""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,3880.00,1173.00,240.38,44,54,50,26,33,31,18,21,19,3.05,14.97,1.93,2,2,12628,12431,11582,9,9,9,15785,14825,14171,12411,11502,11081,3304,3252,3029,70,71,61,350,359,305,9.2,8.3,4.88,89667,61,74956,39,6,1949,2521,1142,58,42
"""06037237900""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4131.00,1364.00,242.11,49,60,56,31,38,36,18,22,20,3.12,16.87,2.00,2,2,13379,13182,12333,8,8,8,16386,15406,14753,12822,11893,11472,3501,3448,3226,64,65,55,320,327,278,9.0,8.1,5.63,85930,78,74344,39,5,2278,2823,951,69,31
"""06037238000""","""Los Angeles-Long Beach-Anaheim, CA""",6.00,5592.00,2215.00,411.08,46,56,53,28,35,33,18,21,19,3.09,18.20,1.94,2,2,13472,13275,12426,7,7,7,16063,15100,14447,12482,11570,11149,3525,3472,3250,56,57,49,281,288,244,8.8,7.9,5.39,79665,79,69700,40,6,2093,2445,1553,57,43
"""06037238100""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,5165.00,2127.00,243.09,36,44,41,20,25,23,17,20,18,1.53,9.03,1.81,2,2,12113,11916,11067,10,10,10,14855,13933,13277,11608,10737,10315,3170,3117,2895,77,79,67,388,397,338,9.0,8.2,8.75,84056,53,71510,39,5,1460,2018,1052,34,66
"""06037238200""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,6181.00,2189.00,253.69,38,47,44,22,28,26,16,19,17,3.38,29.75,1.79,2,2,11611,11414,10565,10,10,10,14585,13670,13014,11468,10603,10182,3038,2985,2763,79,81,69,396,406,345,9.3,8.4,8.63,87915,45,71660,39,4,1641,2142,1255,32,68
"""06037238310""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,5400.00,1370.00,98.12,35,42,39,19,24,23,15,18,16,4.31,60.20,1.66,2,2,10788,10591,9742,13,13,12,13597,12719,12060,10678,9850,9428,2823,2770,2548,96,99,84,485,497,423,9.4,8.4,13.96,90332,20,73588,39,7,1430,1329,1421,6,94
"""06037238320""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3560.00,1125.00,115.71,33,40,37,17,22,20,16,18,16,3.43,36.17,1.69,2,2,11104,10907,10058,13,13,13,13847,12961,12302,10839,10004,9583,2906,2853,2631,102,104,88,511,523,445,9.3,8.4,9.72,89498,23,71905,39,8,1282,1102,1151,8,92
"""06037238400""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,5107.00,1766.00,321.62,51,63,59,33,41,39,18,21,19,4.32,24.32,1.97,2,2,13328,13131,12282,8,8,8,16175,15205,14552,12627,11708,11287,3487,3435,3212,60,62,53,304,311,264,9.0,8.2,5.49,82977,74,70145,39,5,2455,3048,1319,64,36
"""06037239201""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3563.00,839.00,111.16,37,45,42,20,25,24,17,19,18,3.55,27.59,1.81,2,2,11606,11409,10559,11,12,11,14779,13854,13197,11655,10781,10360,3037,2984,2762,87,89,76,438,448,381,9.2,8.6,7.55,92498,58,88871,39,8,1512,2223,1318,21,79
"""06037239202""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5645.00,1213.00,315.21,34,42,39,18,23,22,16,19,17,4.63,28.73,1.77,2,2,11375,11178,10329,10,11,10,14398,13489,12833,11342,10483,10062,2976,2924,2702,80,82,69,401,410,349,9.3,8.4,3.85,90823,45,90365,40,8,1354,1039,1383,15,85
"""06037239310""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4026.00,924.00,132.17,36,44,40,19,24,23,16,19,17,5.02,35.18,1.80,2,2,11522,11325,10476,11,11,10,14679,13758,13102,11581,10711,10290,3015,2962,2740,82,84,72,415,425,361,9.2,8.5,6.99,91354,55,83676,39,8,1441,674,1512,17,83
"""06037239320""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3078.00,789.00,85.76,41,50,46,24,30,28,17,20,18,4.87,45.78,1.87,2,2,12190,11993,11144,10,10,10,15252,14312,13657,11985,11096,10674,3190,3137,2915,78,79,68,390,400,340,9.2,8.4,9.20,90684,54,83760,39,9,1761,2194,1444,37,63
"""06037239330""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2972.00,738.00,242.05,40,48,45,23,28,27,17,20,18,4.73,17.85,1.85,2,2,12373,12176,11327,10,10,10,15220,14284,13628,11906,11021,10599,3238,3185,2963,76,78,66,384,393,334,9.1,8.3,3.05,88656,41,84431,40,19,1683,2201,1464,29,71
"""06037239501""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3668.00,985.00,117.18,42,51,47,25,31,30,17,20,18,4.55,38.86,1.83,2,2,11837,11640,10791,10,11,10,14914,13986,13330,11738,10860,10439,3097,3044,2822,79,81,69,400,409,348,9.3,8.2,8.41,88008,51,82057,40,4,1857,2568,1474,34,66
"""06037239502""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3624.00,836.00,126.25,41,50,46,24,29,28,17,20,18,5.15,37.34,1.87,2,2,12216,12019,11170,9,9,9,15283,14341,13687,12016,11125,10704,3196,3144,2922,71,72,61,356,364,309,9.2,8.0,6.62,87328,55,79190,40,5,1751,2054,1549,41,59
"""06037239601""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3675.00,917.00,104.35,41,50,46,24,30,29,17,20,18,4.93,47.64,1.82,2,2,11929,11732,10883,11,11,10,14922,13995,13339,11718,10842,10420,3121,3069,2846,83,84,72,415,425,362,9.2,8.4,8.79,90386,48,79550,39,8,1800,2744,1346,30,70
"""06037239602""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3967.00,897.00,88.48,40,48,45,23,29,27,17,20,18,4.65,47.96,1.82,2,2,11824,11627,10777,11,11,10,14838,13913,13257,11663,10790,10368,3094,3041,2819,81,83,70,407,417,355,9.2,8.3,10.14,89997,45,77025,39,8,1702,2422,1437,28,72
"""06037239701""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,4509.00,1093.00,101.24,34,42,39,18,22,21,17,20,18,4.26,46.95,1.82,2,2,11887,11690,10841,11,11,10,14896,13970,13313,11705,10829,10407,3110,3058,2835,81,83,71,409,419,356,9.2,8.3,10.80,89905,44,75310,39,8,1302,1041,1218,32,68
"""06037239702""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4567.00,1118.00,120.16,38,46,43,21,27,25,16,19,17,4.33,41.36,1.79,2,2,11650,11453,10604,12,12,11,14646,13729,13072,11508,10641,10220,3048,2996,2774,90,92,79,454,465,396,9.3,8.3,9.30,89138,44,73343,39,7,1592,1611,1467,23,77
"""06037239801""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4116.00,953.00,91.62,41,50,47,24,30,29,17,20,18,5.02,52.30,1.85,2,2,12046,11849,11000,9,10,9,15108,14173,13518,11884,10999,10578,3152,3099,2877,73,75,63,367,376,319,9.2,8.1,10.40,87344,51,76620,40,4,1808,2068,1640,40,60
"""06037239802""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,5767.00,1330.00,150.60,39,47,44,22,27,26,17,20,18,3.86,38.54,1.83,2,2,11945,11748,10899,10,10,10,14982,14052,13397,11780,10901,10479,3126,3073,2851,76,78,67,385,394,335,9.2,8.1,8.83,87054,52,74379,40,5,1613,1884,1347,31,69
"""06037240010""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3888.00,1034.00,145.41,40,48,45,24,30,28,16,19,17,3.89,31.76,1.76,2,2,11409,11212,10363,10,11,10,14356,13449,12793,11291,10435,10013,2985,2933,2711,80,82,70,402,411,350,9.3,8.1,7.11,86137,38,72518,40,4,1760,2706,1419,19,81
"""06037240020""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,5286.00,1282.00,177.77,44,54,51,27,34,32,18,21,19,5.23,38.18,1.91,2,2,12655,12458,11609,9,9,9,15676,14721,14067,12298,11394,10973,3311,3258,3036,67,69,58,338,346,294,9.1,8.0,7.21,85128,66,70802,40,4,1995,2329,1648,47,53
"""06037240200""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,6345.00,1490.00,184.54,36,44,41,19,24,23,17,20,18,4.41,39.52,1.83,2,2,12063,11866,11016,11,11,10,14971,14043,13387,11734,10856,10435,3156,3104,2881,81,83,71,409,419,356,9.2,8.2,8.07,87427,46,70299,40,7,1442,1271,1357,33,67
"""06037240301""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3061.00,912.00,115.87,42,51,48,26,32,30,16,19,17,1.82,13.66,1.78,2,2,11678,11481,10632,12,12,12,14561,13648,12991,11414,10552,10130,3056,3003,2781,91,93,80,460,470,400,9.3,8.4,7.87,88524,36,70593,39,6,1901,2953,1548,27,73
"""06037240302""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2849.00,704.00,85.16,36,43,40,19,24,23,16,19,17,4.32,35.51,1.76,2,2,11583,11386,10537,11,11,11,14391,13485,12828,11275,10419,9998,3031,2978,2756,85,87,74,428,438,373,9.3,8.3,8.27,87905,31,69930,39,6,1441,868,1469,28,72
"""06037240401""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,6409.00,1579.00,171.25,42,51,47,25,32,30,16,19,17,4.55,42.09,1.78,2,2,11949,11752,10903,10,10,10,14635,13722,13066,11430,10567,10145,3127,3074,2852,79,81,69,397,406,346,9.3,8.2,9.22,85554,37,68252,40,6,1879,2556,1579,30,70
"""06037240402""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4276.00,1133.00,148.58,39,47,44,22,27,26,17,20,18,4.55,35.68,1.84,2,2,12498,12301,11452,9,10,9,15159,14227,13572,11817,10936,10514,3270,3217,2995,72,74,63,362,371,315,9.2,8.1,7.63,83472,47,67356,40,5,1616,1992,1220,45,55
"""06037240500""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,6760.00,1665.00,200.78,38,46,43,21,27,25,17,19,17,3.78,37.26,1.79,2,2,12002,11805,10956,10,10,10,14714,13797,13141,11497,10631,10210,3140,3088,2866,76,77,66,381,390,331,9.2,8.0,8.29,83078,46,67539,40,5,1582,1777,1498,28,72
"""06037240600""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,5431.00,1199.00,167.01,39,47,44,22,27,26,17,19,18,4.59,33.46,1.80,2,2,12059,11862,11012,10,10,9,14762,13843,13188,11532,10665,10243,3155,3103,2880,74,76,65,374,383,326,9.2,8.0,7.18,82623,47,67983,40,5,1633,1675,1582,26,74
"""06037240700""","""Los Angeles-Long Beach-Anaheim, CA""",5.00,6324.00,1633.00,295.17,45,55,51,27,34,32,18,21,19,5.11,30.63,1.91,2,2,13024,12827,11978,10,10,10,15753,14800,14144,12268,11366,10944,3408,3355,3133,77,79,67,386,396,337,8.9,7.9,5.53,82155,66,69410,40,5,2016,2368,1648,49,51
"""06037240800""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4470.00,1077.00,155.84,41,49,46,23,29,27,18,21,19,3.69,32.33,1.90,2,2,13009,12812,11963,8,9,8,15672,14722,14068,12204,11305,10883,3404,3351,3129,64,66,56,324,331,282,8.9,7.7,6.91,78846,67,67633,40,4,1708,2144,1330,48,52
"""06037240901""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,2711.00,562.00,85.23,42,51,47,24,30,28,18,21,19,5.65,37.22,1.90,2,2,13492,13295,12446,12,13,12,15842,14892,14233,12216,11316,10894,3530,3477,3255,96,98,84,483,494,421,8.8,7.4,6.59,74296,64,67397,40,6,1783,1874,1632,62,38
"""06037240902""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3658.00,759.00,176.12,41,50,47,24,30,28,17,20,18,2.21,7.30,1.84,2,2,12930,12733,11884,13,13,13,15307,14375,13716,11823,10942,10521,3383,3331,3108,100,102,87,502,514,437,8.9,7.6,4.31,76678,59,66690,40,5,1779,2326,1344,46,54
"""06037241001""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,4641.00,1122.00,223.41,47,57,53,30,37,35,17,20,18,5.23,26.46,1.84,2,2,13144,12947,12098,14,14,13,15353,14421,13762,11809,10928,10507,3439,3387,3164,104,107,91,525,537,457,8.9,7.6,5.02,73281,57,66837,41,5,2201,2743,1797,49,51
"""06037241002""","""Los Angeles-Long Beach-Anaheim, CA""",3.00,3776.00,986.00,174.79,41,50,47,24,30,29,17,20,18,4.63,28.65,1.83,2,2,13138,12941,12091,12,13,12,15270,14342,13684,11737,10860,10438,3438,3385,3163,96,98,83,482,493,420,8.8,7.3,5.64,71130,60,67073,41,6,1798,1883,1717,42,58
"""06037241110""","""Los Angeles-Long Beach-Anaheim, CA""",2.00,3819.00,831.00,120.25,45,55,51,28,35,33,17,20,18,5.52,39.49,1.83,2,2,12855,12658,11809,11,11,11,15215,14286,13629,11767,10889,10467,3364,3311,3089,84,86,74,425,435,370,9.0,7.5,6.91,77960,51,66346,40,8,2056,2555,1738,41,59
"""06037241120""","""Los Angeles-Long Beach-Anaheim, CA""",4.00,4207.00,1254.00,164.00,36,44,41,20,25,24,16,19,17,2.63,17.63,1.70,2,2,11927,11730,10881,15,15,15,14180,13289,12628,10943,10103,9681,3121,3068,2846,116,119,101,584,598,509,9.2,7.7,7.65,77747,35,66345,40,4,1493,1773,1304,26,74
