tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""06081605502""","""San Francisco-Oakland-Berkeley, CA""",2.00,2599.00,981.00,181.89,44,55,74,32,40,55,12,14,18,4.88,31.89,1.74,2,2,14765,14568,14102,6,7,7,15335,14944,13746,11185,10841,9763,3884,3832,3708,267,272,275,105,107,108,8.5,6.4,5.39,32349,35,44637,41,5,3472,4001,2685,60,40
"""06081605600""","""San Francisco-Oakland-Berkeley, CA""",4.00,6032.00,1785.00,2122.09,50,62,83,35,44,60,15,18,23,7.00,6.19,2.17,2,2,19192,18995,18529,1,1,1,19040,18644,17313,13959,13615,12408,5048,4997,4872,32,32,33,21,21,22,3.8,5.3,0.84,22742,98,31924,42,22,3764,4001,1699,91,9
"""06081605700""","""San Francisco-Oakland-Berkeley, CA""",4.00,5226.00,1698.00,1990.25,51,63,85,36,45,62,15,18,23,6.61,5.96,2.18,2,2,18570,18373,17908,2,2,2,18926,18530,17198,14002,13658,12449,4885,4833,4709,39,40,40,26,26,27,3.8,6.7,0.85,24939,99,33747,40,23,3869,4001,,97,3
"""06081605800""","""San Francisco-Oakland-Berkeley, CA""",3.00,2723.00,973.00,297.66,47,59,79,34,43,59,13,16,20,5.42,17.97,1.96,2,2,16155,15958,15492,4,4,4,16919,16525,15260,12577,12232,11090,4250,4198,4074,93,95,96,62,63,64,7.0,6.9,3.27,32693,80,43627,41,8,3705,4001,2120,79,21
"""06081605901""","""San Francisco-Oakland-Berkeley, CA""",3.00,2815.00,1059.00,112.69,36,45,60,26,32,44,11,13,16,4.47,42.27,1.56,2,1,13413,13216,12750,8,8,8,13738,13345,12201,10017,9673,8651,3528,3476,3353,193,196,198,128,130,131,8.9,6.7,9.40,34892,17,47786,41,6,2759,3627,2608,24,76
"""06081605902""","""San Francisco-Oakland-Berkeley, CA""",2.00,3061.00,1255.00,78.46,35,44,59,25,31,43,10,13,16,4.15,66.20,1.51,1,1,13095,12898,12432,9,10,10,13382,12990,11861,9705,9361,8353,3445,3393,3269,233,237,239,155,157,159,9.1,7.1,16.00,36419,6,48245,41,4,2684,2457,2677,31,69
"""06081606000""","""San Francisco-Oakland-Berkeley, CA""",3.00,5476.00,2453.00,189.74,38,47,63,26,33,45,11,14,17,4.00,65.92,1.64,2,1,14649,14452,13986,6,6,6,14546,14152,12983,10544,10200,9153,3853,3802,3678,148,151,153,98,100,101,8.6,6.3,12.93,33598,12,46242,41,39,2843,2864,2821,41,59
"""06081606100""","""San Francisco-Oakland-Berkeley, CA""",3.00,5091.00,1482.00,634.37,41,51,69,29,36,50,12,15,19,6.20,32.83,1.83,2,2,15413,15216,14750,3,3,3,15898,15503,14276,11766,11422,10318,4054,4002,3878,77,78,80,51,52,53,7.2,6.3,2.34,31774,59,44598,41,14,3109,3740,2417,54,46
"""06081606201""","""San Francisco-Oakland-Berkeley, CA""",2.00,3731.00,1109.00,155.47,37,46,62,26,33,45,11,13,17,5.05,38.85,1.63,2,1,13658,13461,12996,6,7,7,14226,13833,12667,10475,10131,9087,3593,3541,3417,158,160,162,105,107,108,8.7,6.8,7.13,34856,34,47179,41,5,2810,4001,2259,32,68
"""06081606202""","""San Francisco-Oakland-Berkeley, CA""",2.00,3805.00,1194.00,142.18,42,52,69,31,38,53,11,13,17,5.44,46.85,1.61,2,1,13516,13319,12854,8,8,8,14102,13709,12549,10358,10014,8975,3555,3504,3380,188,191,194,125,127,129,8.7,7.0,8.40,36015,32,51092,41,4,3298,3525,3240,33,67
"""06081606300""","""San Francisco-Oakland-Berkeley, CA""",3.00,3817.00,1770.00,251.80,42,52,69,30,38,52,11,14,17,3.79,26.08,1.66,2,2,13836,13639,13173,8,8,8,14490,14098,12924,10650,10306,9254,3639,3588,3464,200,204,206,133,135,137,8.9,7.1,7.03,37317,25,53746,41,3,3268,3530,2895,57,43
"""06081606400""","""San Francisco-Oakland-Berkeley, CA""",5.00,4739.00,2439.00,226.49,39,48,64,28,35,48,11,13,17,3.73,47.06,1.59,2,1,13590,13393,12928,9,9,9,14034,13642,12488,10235,9891,8858,3575,3523,3399,224,228,230,149,151,153,8.4,7.2,10.77,36604,19,51982,40,7,2990,1962,2619,36,64
"""06081606500""","""San Francisco-Oakland-Berkeley, CA""",4.00,3479.00,1338.00,353.34,49,61,82,36,45,62,13,16,20,5.24,24.40,1.98,2,2,16000,15803,15338,4,4,4,17050,16655,15383,12742,12398,11248,4209,4157,4033,99,100,102,65,67,67,6.5,7.5,3.79,33564,86,50181,40,6,3872,4001,2085,85,15
"""06081606600""","""San Francisco-Oakland-Berkeley, CA""",3.00,3838.00,1478.00,276.59,47,58,78,35,43,60,12,15,19,4.96,27.18,1.81,2,2,14630,14433,13968,6,6,6,15641,15247,14027,11640,11296,10198,3849,3797,3673,152,154,156,101,103,104,8.2,7.4,5.34,36644,55,59102,41,6,3734,3972,3295,66,34
"""06081606700""","""San Francisco-Oakland-Berkeley, CA""",2.00,2497.00,959.00,483.17,48,60,81,35,44,60,14,17,21,5.73,12.73,2.04,2,2,16788,16591,16126,2,2,2,17596,17201,15910,13125,12780,11613,4416,4364,4240,55,56,57,37,37,38,5.5,7.3,1.98,31523,88,46058,41,16,3760,4001,2899,78,22
"""06081606800""","""San Francisco-Oakland-Berkeley, CA""",2.00,3809.00,1315.00,714.82,49,61,82,35,44,61,13,16,21,6.02,11.36,1.99,2,2,17244,17047,16581,2,2,2,17392,16997,15721,12802,12458,11305,4536,4484,4360,54,55,56,36,37,37,5.5,7.0,1.84,22638,68,30039,41,18,3820,4001,3461,68,32
"""06081606900""","""San Francisco-Oakland-Berkeley, CA""",2.00,2797.00,931.00,851.65,51,63,85,36,45,62,15,18,23,6.78,7.55,2.15,2,2,19308,19111,18645,1,1,1,18929,18533,17208,13827,13483,12282,5079,5027,4903,23,23,24,15,16,16,3.4,7.0,1.09,17616,86,22896,42,40,3900,4001,3463,82,18
"""06081607000""","""San Francisco-Oakland-Berkeley, CA""",2.00,3436.00,1411.00,563.00,46,57,76,33,41,56,13,16,20,5.56,15.95,1.94,2,2,16600,16403,15937,2,2,3,16855,16460,15201,12429,12085,10949,4367,4315,4191,59,60,61,39,40,41,6.3,6.7,2.51,25926,51,33627,41,20,3509,4001,2804,64,36
"""06081607100""","""San Francisco-Oakland-Berkeley, CA""",3.00,2998.00,1056.00,306.98,49,61,82,35,44,61,14,17,21,6.09,21.21,2.05,2,2,17042,16845,16379,2,2,2,17709,17314,16021,13168,12824,11654,4483,4431,4307,58,59,60,39,39,40,5.8,6.8,3.44,33784,99,43605,41,9,3821,4001,3105,78,22
"""06081607200""","""San Francisco-Oakland-Berkeley, CA""",2.00,4424.00,1689.00,249.21,41,51,69,30,37,51,11,14,17,5.07,34.97,1.68,2,2,14298,14101,13636,7,7,7,14698,14305,13125,10771,10427,9369,3761,3709,3585,166,169,170,110,112,113,8.5,6.5,6.78,36836,31,51336,42,8,3211,4001,2852,30,70
"""06081607300""","""San Francisco-Oakland-Berkeley, CA""",3.00,3853.00,1255.00,319.76,50,62,83,36,45,62,14,17,21,6.23,25.39,2.03,2,2,16599,16402,15936,4,4,4,17472,17078,15793,13009,12665,11502,4366,4315,4190,97,99,100,64,66,66,6.3,7.1,3.92,33669,93,48821,41,7,3886,3994,3351,84,16
"""06081607400""","""San Francisco-Oakland-Berkeley, CA""",3.00,4799.00,1983.00,280.08,41,51,69,30,37,51,11,14,18,3.39,20.89,1.69,2,2,14110,13913,13448,7,7,7,14757,14364,13180,10873,10529,9467,3712,3660,3536,172,175,177,114,116,118,8.6,7.3,7.08,35877,31,56651,41,8,3210,3995,2571,47,53
"""06081607500""","""San Francisco-Oakland-Berkeley, CA""",2.00,6214.00,2511.00,484.88,43,53,71,32,40,55,11,13,17,4.68,26.61,1.61,2,1,13710,13513,13047,8,8,8,14114,13722,12564,10315,9971,8935,3606,3554,3431,193,196,198,128,130,132,8.8,6.9,5.18,38262,17,62142,42,7,3415,3911,3215,29,71
"""06081607600""","""San Francisco-Oakland-Berkeley, CA""",4.00,3978.00,1770.00,322.45,41,50,68,29,36,49,12,14,18,4.42,29.81,1.75,2,2,14557,14360,13895,6,6,6,15215,14821,13619,11241,10897,9817,3829,3777,3654,144,147,149,96,98,99,8.1,6.7,5.49,37883,51,64202,42,7,3099,3799,2785,47,53
"""06081607701""","""San Francisco-Oakland-Berkeley, CA""",2.00,4298.00,1388.00,304.29,44,54,73,31,39,54,13,15,19,5.85,31.44,1.87,2,2,15753,15556,15090,4,4,4,16272,15878,14638,12038,11694,10577,4144,4092,3968,91,92,93,60,61,62,7.2,6.2,4.56,32676,58,55144,42,9,3352,3607,3024,66,34
"""06081607702""","""San Francisco-Oakland-Berkeley, CA""",2.00,3299.00,833.00,153.06,47,58,78,33,42,57,14,17,21,6.60,35.91,2.03,2,2,16848,16651,16185,2,2,2,17496,17101,15815,13011,12667,11504,4432,4380,4256,53,54,55,35,36,37,6.5,6.3,5.44,34665,98,61891,42,8,3597,3618,3501,78,22
"""06081607800""","""San Francisco-Oakland-Berkeley, CA""",2.00,3432.00,1111.00,255.68,49,60,81,35,43,60,14,17,22,6.05,27.30,2.07,2,2,17183,16986,16521,3,3,3,17895,17500,16201,13303,12959,11783,4520,4468,4344,72,73,74,47,48,49,6.6,6.4,4.35,35643,97,66840,43,8,3745,3771,3501,92,8
"""06081607900""","""San Francisco-Oakland-Berkeley, CA""",3.00,3182.00,1713.00,330.00,45,56,76,34,42,58,12,14,18,4.36,26.31,1.69,2,2,15135,14938,14473,3,3,3,14901,14506,13322,10855,10511,9450,3981,3930,3806,64,66,66,43,44,44,8.9,6.3,5.19,32397,3,63704,43,10,3654,3925,3413,51,49
"""06081608001""","""San Francisco-Oakland-Berkeley, CA""",2.00,3531.00,1396.00,144.25,45,56,76,33,42,58,12,14,18,5.22,56.58,1.75,2,2,15604,15407,14941,2,2,3,15390,14995,13793,11225,10881,9802,4105,4053,3929,60,61,62,40,41,41,8.0,5.7,9.68,30917,26,45779,43,13,3602,2134,3457,42,58
"""06081608002""","""San Francisco-Oakland-Berkeley, CA""",3.00,3551.00,1307.00,210.21,49,61,82,36,45,62,13,16,20,5.46,34.31,1.90,2,2,16502,16305,15840,2,2,2,16599,16204,14955,12206,11861,10737,4341,4289,4165,52,53,54,35,35,36,8.4,5.9,6.22,34093,33,52976,43,7,3867,4001,1805,86,14
"""06081608013""","""San Francisco-Oakland-Berkeley, CA""",3.00,3677.00,1362.00,288.53,47,59,79,35,44,60,12,15,19,5.43,27.36,1.84,2,2,16217,16020,15554,2,2,2,16121,15725,14496,11811,11467,10360,4266,4214,4090,44,45,45,29,30,30,7.8,5.3,4.72,32601,38,49496,44,12,3757,3922,3501,54,46
"""06081608023""","""San Francisco-Oakland-Berkeley, CA""",2.00,2366.00,773.00,199.16,50,63,85,37,46,63,14,17,22,6.21,24.18,2.08,2,2,17591,17394,16929,1,1,2,18017,17622,16320,13354,13010,11831,4627,4576,4451,36,37,37,24,24,25,6.7,5.9,3.88,36345,97,55698,44,9,3934,4001,3501,87,13
"""06081608024""","""San Francisco-Oakland-Berkeley, CA""",2.00,3192.00,1259.00,173.66,47,59,80,35,44,61,12,15,19,5.49,40.84,1.79,2,2,15543,15346,14881,3,3,3,15653,15258,14043,11502,11158,10066,4089,4037,3913,63,64,64,42,42,43,8.6,6.4,7.25,36604,23,66064,43,12,3811,4001,3501,62,38
"""06081608025""","""San Francisco-Oakland-Berkeley, CA""",3.00,6340.00,2525.00,726.03,43,54,72,32,40,56,11,13,17,4.73,33.10,1.60,2,1,14350,14153,13687,3,3,3,14089,13694,12538,10249,9905,8872,3775,3723,3599,65,67,68,43,44,45,8.8,6.2,3.48,31966,7,57228,43,9,3488,2392,3460,14,86
"""06081608100""","""San Francisco-Oakland-Berkeley, CA""",2.00,3564.00,1325.00,179.18,45,55,75,32,40,55,13,15,19,5.72,49.23,1.86,2,2,16123,15926,15461,2,2,2,16230,15836,14600,11939,11595,10482,4241,4189,4065,51,52,52,34,34,35,7.5,6.1,7.39,29082,48,50446,43,6,3463,3797,3099,67,33
"""06081608200""","""San Francisco-Oakland-Berkeley, CA""",2.00,3798.00,1422.00,251.62,48,59,80,35,44,60,13,16,20,5.53,38.92,1.88,2,2,16433,16236,15771,2,2,2,16453,16058,14815,12092,11748,10628,4323,4271,4147,38,39,39,25,26,26,6.6,5.8,5.65,25081,52,45814,43,13,3785,4001,3501,57,43
"""06081608300""","""San Francisco-Oakland-Berkeley, CA""",2.00,3196.00,1289.00,247.62,46,57,77,33,42,58,13,15,20,5.60,30.22,1.87,2,2,16601,16404,15939,2,2,2,16415,16020,14781,12006,11662,10547,4367,4315,4191,42,43,43,28,28,29,7.7,5.4,5.21,26382,48,37507,43,13,3604,4001,3185,54,46
"""06081608400""","""San Francisco-Oakland-Berkeley, CA""",3.00,5243.00,2131.00,309.19,44,54,73,32,41,56,11,14,17,5.16,40.51,1.66,2,2,14481,14284,13818,4,4,4,14585,14191,13014,10690,10346,9292,3809,3757,3633,86,88,89,57,58,59,8.8,6.1,6.89,37647,19,60919,43,8,3492,3954,3241,33,67
"""06081608501""","""San Francisco-Oakland-Berkeley, CA""",4.00,5120.00,1621.00,308.28,44,55,74,31,39,54,13,15,19,5.96,32.18,1.87,2,2,15656,15459,14993,5,5,5,16227,15833,14596,11988,11643,10529,4118,4066,3942,121,123,125,81,82,83,7.6,6.1,5.26,37818,73,54575,43,6,3387,3853,3062,59,41
"""06081608502""","""San Francisco-Oakland-Berkeley, CA""",2.00,2628.00,1164.00,125.35,44,55,74,32,40,55,12,15,18,5.09,53.50,1.76,2,2,15284,15087,14622,4,4,4,15418,15023,13818,11295,10951,9869,4021,3969,3845,102,104,105,68,69,70,8.0,6.1,9.29,36632,33,52899,43,7,3457,3569,3247,52,48
"""06081608600""","""San Francisco-Oakland-Berkeley, CA""",3.00,4598.00,1976.00,418.37,41,51,68,29,37,51,12,14,18,3.51,31.77,1.70,2,2,14869,14672,14207,6,6,6,14959,14565,13378,10912,10568,9503,3911,3859,3736,136,138,140,90,92,93,8.2,5.6,4.72,34191,36,54851,44,7,3163,3758,2854,32,68
"""06081608700""","""San Francisco-Oakland-Berkeley, CA""",5.00,7315.00,2768.00,620.71,45,55,75,32,40,54,13,16,20,5.46,25.03,1.94,2,2,16507,16310,15844,4,4,4,16882,16488,15229,12443,12098,10963,4342,4290,4166,97,99,100,65,66,66,6.7,6.2,4.46,34207,65,45239,43,10,3407,3575,1466,72,28
"""06081608800""","""San Francisco-Oakland-Berkeley, CA""",5.00,6278.00,2148.00,707.07,49,60,81,34,43,59,14,17,22,6.59,20.99,2.12,2,2,18034,17837,17372,2,2,2,18371,17976,16663,13587,13242,12053,4744,4692,4568,41,42,42,27,28,28,4.9,6.4,3.04,28326,97,33403,42,13,3696,3957,691,88,12
"""06081608900""","""San Francisco-Oakland-Berkeley, CA""",4.00,7303.00,3111.00,1509.78,42,52,70,30,37,51,12,15,19,4.95,22.54,1.78,2,2,16241,16044,15579,3,3,3,15796,15402,14188,11461,11117,10027,4272,4220,4096,63,64,65,42,42,43,5.0,5.9,2.06,26217,26,30276,42,30,3207,2630,2224,35,65
"""06081609000""","""San Francisco-Oakland-Berkeley, CA""",2.00,2637.00,934.00,337.20,45,56,75,32,40,55,13,16,20,5.62,16.39,1.93,2,2,16475,16278,15812,4,4,4,16807,16413,15158,12369,12025,10893,4334,4282,4158,104,106,108,69,71,71,7.0,5.6,2.77,32415,66,47767,43,11,3419,4001,2253,67,33
"""06081609100""","""San Francisco-Oakland-Berkeley, CA""",2.00,1478.00,566.00,828.51,49,60,81,35,43,60,14,17,22,5.93,4.17,2.06,2,2,17766,17569,17103,3,3,3,17986,17591,16294,13240,12896,11723,4673,4621,4497,72,73,74,48,49,49,5.5,5.5,0.68,28677,87,58011,44,14,3737,3911,3174,73,27
"""06081609201""","""San Francisco-Oakland-Berkeley, CA""",3.00,3548.00,1438.00,262.63,42,52,70,29,37,51,13,15,19,5.35,29.85,1.86,2,2,16012,15815,15350,4,4,4,16280,15886,14649,11972,11628,10514,4212,4160,4036,97,98,99,64,65,66,7.8,5.5,5.48,29341,57,52090,44,4,3168,3725,2411,59,41
"""06081609202""","""San Francisco-Oakland-Berkeley, CA""",3.00,5172.00,2196.00,224.66,40,49,66,28,36,49,11,14,18,4.88,51.10,1.66,2,2,14841,14644,14179,6,6,6,14737,14343,13167,10687,10343,9289,3904,3852,3728,146,148,150,97,98,100,8.4,5.6,9.77,29523,24,53056,44,5,3066,4001,2786,32,68
"""06081609300""","""San Francisco-Oakland-Berkeley, CA""",2.00,3449.00,1162.00,234.44,50,62,83,36,45,62,14,17,22,6.23,31.21,2.07,2,2,17388,17191,16725,2,2,2,17889,17494,16196,13271,12927,11752,4574,4522,4398,44,45,46,29,30,30,6.5,5.5,4.96,30416,92,53603,44,5,3872,4001,3406,81,19
"""06081609400""","""San Francisco-Oakland-Berkeley, CA""",2.00,3408.00,1041.00,268.73,50,63,84,36,45,62,14,17,22,6.68,29.30,2.11,2,2,18068,17871,17405,2,2,2,18374,17979,16666,13569,13225,12036,4753,4701,4577,52,53,53,34,35,35,5.5,5.6,3.87,29551,100,46081,44,7,3892,4001,2065,89,11
"""06081609500""","""San Francisco-Oakland-Berkeley, CA""",2.00,5029.00,1711.00,470.84,49,61,83,35,44,61,14,17,22,6.29,23.17,2.08,2,2,17840,17643,17177,2,2,2,18123,17728,16425,13377,13033,11853,4693,4641,4517,54,54,55,36,36,37,5.8,5.7,3.63,30241,93,43545,43,10,3819,4001,2688,85,15
"""06081609601""","""San Francisco-Oakland-Berkeley, CA""",1.00,3675.00,1274.00,595.56,48,59,80,34,43,59,14,17,21,6.18,13.21,2.03,2,2,17664,17467,17001,1,1,2,17721,17325,16038,13038,12694,11531,4646,4595,4470,36,36,37,24,24,24,6.0,5.9,2.14,26066,68,31061,43,18,3684,4001,2772,74,26
"""06081609602""","""San Francisco-Oakland-Berkeley, CA""",1.00,1786.00,649.00,246.30,50,63,84,36,45,62,14,18,22,6.44,16.96,2.12,2,2,18559,18362,17896,1,1,1,18508,18113,16799,13592,13248,12059,4882,4830,4706,34,35,35,23,23,23,4.5,5.6,2.64,24998,79,30916,43,27,3888,4001,3292,84,16
"""06081609603""","""San Francisco-Oakland-Berkeley, CA""",4.00,4757.00,1875.00,1478.09,50,62,84,36,45,61,14,18,22,6.42,11.41,2.12,2,2,18720,18523,18057,1,1,1,18571,18176,16861,13617,13273,12082,4924,4872,4748,29,30,30,20,20,20,5.1,5.4,1.27,23816,76,30835,43,30,3843,4001,2069,85,15
"""06081609700""","""San Francisco-Oakland-Berkeley, CA""",2.00,4783.00,1688.00,1332.61,52,64,86,37,46,63,15,18,23,6.97,12.51,2.20,2,2,19924,19727,19262,1,1,1,19383,18988,17649,14126,13781,12567,5241,5189,5065,17,17,17,11,11,11,3.4,4.5,1.27,19421,99,24519,43,17,3945,4001,3190,93,7
"""06081609800""","""San Francisco-Oakland-Berkeley, CA""",4.00,4581.00,1669.00,506.08,50,62,83,36,44,61,14,17,22,6.18,23.81,2.10,2,2,17932,17735,17269,2,2,2,18216,17821,16513,13457,13113,11929,4717,4665,4541,42,43,43,28,28,29,6.0,5.2,3.30,29412,88,38411,44,7,3830,3982,2990,85,15
"""06081609900""","""San Francisco-Oakland-Berkeley, CA""",2.00,2949.00,1069.00,311.34,51,63,85,36,45,62,14,17,22,6.28,21.72,2.12,2,2,18197,18000,17535,1,1,1,18430,18035,16720,13609,13265,12074,4787,4735,4611,35,35,36,23,23,24,5.8,4.7,3.43,32021,100,49346,45,6,3911,4001,3501,82,18
"""06081610000""","""San Francisco-Oakland-Berkeley, CA""",3.00,4780.00,1980.00,339.97,43,53,71,31,38,53,12,15,19,4.81,28.00,1.80,2,2,15505,15308,14842,4,4,5,15723,15329,14112,11536,11192,10098,4079,4027,3903,108,110,111,72,73,74,8.0,5.3,5.82,33436,51,61150,45,5,3297,4001,2908,42,58
"""06081610100""","""San Francisco-Oakland-Berkeley, CA""",2.00,2551.00,914.00,124.76,40,49,66,28,35,48,12,15,19,5.59,44.10,1.78,2,2,15253,15056,14590,5,5,5,15553,15159,13948,11428,11084,9996,4012,3960,3837,113,115,116,75,76,77,7.8,5.5,7.33,30810,49,64666,45,3,3000,3947,2517,42,58
"""06081610201""","""San Francisco-Oakland-Berkeley, CA""",4.00,5256.00,1795.00,357.60,34,42,57,23,29,39,11,14,17,5.44,54.38,1.65,2,2,14636,14439,13974,4,4,4,14529,14134,12963,10576,10232,9183,3850,3798,3674,102,104,105,68,69,70,8.6,4.6,5.02,31958,21,66900,46,6,2466,1010,2381,15,85
"""06081610202""","""San Francisco-Oakland-Berkeley, CA""",2.00,4681.00,2226.00,421.74,40,50,68,30,37,51,11,13,16,4.10,25.53,1.54,1,1,14000,13803,13337,6,6,6,13708,13315,12177,9873,9529,8513,3683,3631,3507,152,155,157,101,103,104,9.0,5.4,5.28,31229,3,65311,45,5,3215,,3290,2,98
"""06081610203""","""San Francisco-Oakland-Berkeley, CA""",2.00,3134.00,931.00,148.77,33,41,54,22,28,38,11,13,16,5.40,57.23,1.57,2,1,13786,13589,13124,7,7,7,13863,13470,12323,10076,9731,8706,3627,3575,3451,161,164,166,107,109,110,9.0,5.5,6.26,35063,13,66943,45,4,2375,2322,2392,10,90
"""06081610302""","""San Francisco-Oakland-Berkeley, CA""",2.00,4398.00,1514.00,5941.60,38,48,64,25,31,43,13,16,21,6.59,1.68,1.93,2,2,18812,18615,18149,1,1,1,17364,16969,15711,12395,12051,10917,4948,4897,4772,21,22,22,14,14,14,6.9,3.6,0.25,18214,2,43711,46,111,2681,2892,2558,49,51
"""06081610303""","""San Francisco-Oakland-Berkeley, CA""",5.00,7091.00,2870.00,854.28,48,60,80,35,44,60,13,16,20,5.76,28.43,1.92,2,2,17322,17125,16660,1,1,1,16901,16505,15252,12309,11965,10835,4557,4505,4381,35,35,36,23,23,24,6.9,4.8,3.36,24401,44,38185,44,14,3763,3966,3423,65,35
"""06081610304""","""San Francisco-Oakland-Berkeley, CA""",3.00,4497.00,1789.00,740.26,48,59,80,35,43,60,13,16,20,5.56,17.89,1.90,2,2,16800,16603,16138,2,2,2,16665,16270,15021,12200,11856,10732,4419,4367,4243,45,46,46,30,30,31,7.7,4.8,2.42,28908,43,52568,45,10,3733,3843,3501,62,38
"""06081610400""","""San Francisco-Oakland-Berkeley, CA""",3.00,5981.00,1462.00,249.48,39,48,65,26,32,44,13,16,21,7.15,44.75,1.94,2,2,17510,17313,16848,2,2,2,17100,16705,15445,12456,12112,10976,4606,4554,4430,38,39,39,25,26,26,7.5,3.0,5.86,25163,54,56757,47,8,2755,3068,2421,53,47
"""06081610500""","""San Francisco-Oakland-Berkeley, CA""",4.00,4729.00,1353.00,289.44,38,47,63,25,31,43,13,16,21,6.47,38.89,1.97,2,2,17093,16896,16430,2,2,2,17171,16776,15508,12630,12286,11141,4496,4444,4320,45,46,46,30,30,31,7.9,4.0,4.67,29530,63,59684,46,6,2683,2932,2181,65,35
"""06081610601""","""San Francisco-Oakland-Berkeley, CA""",3.00,5993.00,1527.00,226.62,38,47,63,26,32,45,12,14,18,6.12,45.97,1.74,2,2,15105,14908,14443,3,3,3,15214,14820,13620,11167,10823,9747,3973,3922,3798,74,75,76,49,50,50,8.6,5.3,6.74,32341,30,58411,45,5,2791,4001,2298,29,71
"""06081610602""","""San Francisco-Oakland-Berkeley, CA""",3.00,2996.00,1041.00,270.62,46,57,77,32,40,55,14,17,22,6.37,25.07,2.06,2,2,17929,17732,17266,2,2,2,18006,17611,16314,13249,12905,11731,4716,4664,4540,41,42,42,27,28,28,6.2,4.5,3.85,28514,91,56507,46,8,3455,3606,3009,70,30
"""06081610700""","""San Francisco-Oakland-Berkeley, CA""",4.00,6010.00,1915.00,277.22,41,51,69,29,36,50,12,15,19,4.68,34.97,1.81,2,2,15750,15553,15087,3,3,3,15858,15463,14241,11651,11307,10208,4143,4091,3967,63,64,65,42,43,43,8.4,5.2,6.91,33546,35,56236,45,7,3141,3309,2809,46,54
"""06081610800""","""San Francisco-Oakland-Berkeley, CA""",3.00,4311.00,1480.00,124.75,36,45,60,25,31,42,11,14,17,5.48,66.34,1.66,2,2,14949,14752,14287,3,3,3,14683,14289,13112,10680,10336,9283,3932,3881,3757,71,72,73,47,48,48,8.7,4.5,11.86,34631,13,56022,45,9,2651,1620,2647,14,86
"""06081610901""","""San Francisco-Oakland-Berkeley, CA""",2.00,3591.00,1350.00,127.02,35,43,58,23,29,40,11,14,18,5.17,55.44,1.68,2,2,14481,14284,13818,6,6,6,14740,14347,13165,10795,10451,9392,3809,3757,3633,136,139,140,91,92,93,8.7,5.3,10.63,35051,34,61193,45,4,2504,2729,2368,25,75
"""06081610902""","""San Francisco-Oakland-Berkeley, CA""",2.00,2804.00,1198.00,145.16,42,53,71,30,38,52,12,15,19,4.98,45.07,1.78,2,2,15295,15098,14632,4,4,4,15546,15152,13940,11427,11083,9995,4023,3972,3848,95,97,98,63,64,65,8.3,4.9,8.25,35404,46,60054,45,4,3278,3967,2950,40,60
"""06081611000""","""San Francisco-Oakland-Berkeley, CA""",4.00,6735.00,2211.00,339.90,45,55,75,32,40,56,12,15,19,4.86,34.84,1.83,2,2,15880,15683,15217,2,2,2,15971,15576,14350,11740,11395,10292,4177,4125,4001,54,55,56,36,37,37,7.8,4.9,6.50,32807,44,46840,44,7,3479,4001,3117,45,55
"""06081611100""","""San Francisco-Oakland-Berkeley, CA""",3.00,6426.00,2293.00,826.98,50,62,84,36,45,62,14,17,22,6.45,18.14,2.10,2,2,18299,18102,17636,2,2,2,18313,17918,16611,13460,13116,11933,4813,4762,4637,40,40,41,26,27,27,5.4,5.4,2.77,24532,84,31437,43,13,3894,4001,3386,83,17
"""06081611200""","""San Francisco-Oakland-Berkeley, CA""",2.00,2634.00,1023.00,278.39,51,63,85,36,46,63,14,17,22,6.11,22.43,2.13,2,2,18072,17875,17409,2,2,2,18463,18068,16751,13665,13321,12128,4754,4702,4578,45,46,46,30,30,31,5.6,5.9,3.67,27586,97,37152,43,7,3932,4001,3269,91,9
"""06081611300""","""San Francisco-Oakland-Berkeley, CA""",4.00,4946.00,1780.00,435.24,47,58,78,34,42,58,13,16,21,5.84,25.73,2.00,2,2,16797,16600,16134,2,2,2,17282,16887,15610,12814,12470,11317,4418,4367,4242,49,50,51,33,33,34,6.4,6.3,4.09,27038,79,40816,42,8,3611,4001,2344,72,28
"""06081611400""","""San Francisco-Oakland-Berkeley, CA""",4.00,4251.00,1268.00,2175.91,47,59,79,33,41,56,15,18,23,5.02,3.33,2.17,2,2,18232,18035,17570,1,1,1,18751,18356,17027,13922,13578,12372,4796,4744,4620,34,34,35,22,23,23,3.2,7.5,0.58,25732,97,46756,42,42,3516,4001,646,82,18
